stateCode,constituency
UP,Chandausi
UP,Chandpur
UP,Charkhari
UP,Charthawal
UP,Chauri-Chaura
UP,Chhanbey
UP,Chhaprauli
UP,Chharra
UP,Chhata
UP,Chhibramau
UP,Chillupar
UP,Chitrakoot
UP,Chunar
UP,Colonelganj
UP,Dadraul
UP,Dadri
UP,Dariyabad
UP,Dataganj
UP,Debai
UP,Deoband
UP,Deoria
UP,Dhampur
UP,Dhanaura
UP,Dhanghata
UP,Dhaurahra
UP,Dhaulana
UP,Dibiyapur
UP,Didarganj
UP,Domariyaganj
UP,Duddhi
UP,Etah
UP,Etawah
UP,Etmadpur
UP,Faridpur
UP,Farrukhabad
UP,Fatehabad
UP,Fatehpur
UP,Fatehpur Sikri
UP,Fazilnagar
UP,Firozabad
UP,Gainsari
UP,Gangoh
UP,Garautha
UP,Garhmukteshwar
UP,Gaura
UP,Gauriganj
UP,Ghatampur
UP,Ghaziabad
UP,Ghazipur
UP,Ghorawal
UP,Ghosi
UP,Gola Gokrannath
UP,Gonda
UP,Gopalpur
UP,Gopamau
UP,Gorakhpur Rural
UP,Gorakhpur Urban
UP,Goshainganj
UP,Goverdhan
UP,Govindnagar
UP,Gunnaur
UP,Gyanpur
UP,Haidergarh
UP,Hamirpur
UP,Handia
UP,Hapur
UP,Harchandpur
UP,Hardoi
UP,Hargaon
UP,Harraiya
UP,Hasanpur
UP,Hastinapur
UP,Hata
UP,Hathras
UP,Husainganj
UP,Iglas
UP,Isauli
UP,Itwa
UP,Jagdishpur
UP,Jahanabad
UP,Jakhanian
UP,Jalalabad
UP,Jalalpur
UP,Jalesar
UP,Jangipur
UP,Jasrana
UP,Jaswantnagar
UP,Jaunpur
UP,Jewar
UP,Jhansi Nagar
UP,Kadipur
UP,Kaimganj
UP,Kairana
UP,Kaiserganj
UP,Kalpi
UP,Kalyanpur
UP,Kannauj
UP,Kanpur Cantt.
UP,Kanth
UP,Kapilvastu
UP,Kaptanganj
UP,Karachhana
UP,Karhal
UP,Kasganj
UP,Kasta
UP,Katehari
UP,Katra
UP,Katra Bazar
UP,Kerakat
UP,Khadda
UP,Khaga
UP,Khair
UP,Khajani
UP,Khalilabad
UP,Khatauli
UP,Kheragarh
UP,Khurja
UP,Kidwai Nagar
UP,Kishni
UP,Kithore
UP,Koil
UP,Koraon
UP,Kunda
UP,Kundarki
UP,Kursi
UP,Kushinagar
UP,Laharpur
UP,Lakhimpur
UP,Lalganj
UP,Lalitpur
UP,Lambhua
UP,Loni
UP,Lucknow Cantt.
UP,Lucknow Central
UP,Lucknow East
UP,Lucknow North
UP,Lucknow West
UP,Machhlishahr
UP,Madhaugarh
UP,Madhuban
UP,Mahadewa
UP,Maharajganj
UP,Maharajpur
UP,Mahasi
UP,Mahmoodabad
UP,Mahoba
UP,Maholi
UP,Mainpuri
UP,Majhawan
UP,Malhani
UP,Malihabad
UP,Manikpur
UP,Manjhanpur
UP,Mankapur
UP,Mant
UP,Marhara
UP,Madihan
UP,Mariyahu
UP,Matera
UP,Mathura
UP,Mau
UP,Mauranipur
UP,Meerapur
UP,Meerganj
UP,Meerut
UP,Meerut Cantt.
UP,Meerut South
UP,Mehnagar
UP,Mehnaun
UP,Mehroni
UP,Meja
UP,Menhdawal
UP,Milak
UP,Milkipur
UP,Mirzapur
UP,Misrikh
UP,Modinagar
UP,Mohammadabad
UP,Mohammdi
UP,Mohan
UP,Mohanlalganj
UP,Moradabad Nagar
UP,Moradabad Rural
UP,Mubarakpur
UP,Mughalsarai
UP,Muhammadabad-Gohna
UP,Mungra Badshahpur
UP,Muradnagar
UP,Muzaffarnagar
UP,Nagina
UP,Najibabad
UP,Nakur
UP,Nanpara
UP,Naraini
UP,Naugawan Sadat
UP,Nautanwa
UP,Nawabganj
UP,Nehtaur
UP,Nighasan
UP,Nizamabad
UP,Noida
UP,Noorpur
UP,Obra
UP,Orai
UP,Padrauna
UP,Palia
UP,Paniyara
UP,Pathardeva
UP,Patiyali
UP,Patti
UP,Payagpur
UP,Phaphamau
UP,Pharenda
UP,Phephana
UP,Phoolpur Pawai
UP,Phulpur
UP,Pilibhit
UP,Pindra
UP,Pipraich
UP,Powayan
UP,Pratapgarh
UP,Pratappur
UP,Puranpur
UP,Purqazi
UP,Purwa
UP,Rae Bareli
UP,Ram Nagar
UP,Ramkola
UP,Rampur
UP,Rampur Karkhana
UP,Rampur Khas
UP,Rampur Maniharan
UP,Raniganj
UP,Rasara
UP,Rasulabad
UP,Rath
UP,Robertsganj
UP,Rohaniya
UP,Rudauli
UP,Rudhauli
UP,Rudrapur
UP,Sadabad
UP,Sadar
UP,Safipur
UP,Sagri
UP,Sahajanwa
UP,Saharanpur
UP,Saharanpur Nagar
UP,Sahaswan
UP,Sahibabad
UP,Saidpur
UP,Saiyadraja
UP,Sakaldiha
UP,Salempur
UP,Salon
UP,Sambhal
UP,Sandi
UP,Sandila
UP,Sardhana
UP,Sareni
UP,Sarojini Nagar
UP,Sawayazpur
UP,Sevapuri
UP,Sevata
UP,Shahabad
UP,Shahganj
UP,Shahjahanpur
UP,Shamli
UP,Shekhupur
UP,Shikarpur
UP,Shikohabad
UP,Shivpur
UP,Shohratgarh
UP,Shrawasti
UP,Sidhauli
UP,Sikanderpur
UP,Sikandra
UP,Sikandra Rao
UP,Sikandrabad
UP,Sirathu
UP,Sirsaganj
UP,Sishamau
UP,Siswa
UP,Sitapur
UP,Siwalkhas
UP,Soraon
UP,Sri Nagar
UP,Suar
UP,Sultanpur
UP,Syana
UP,Tamkuhi Raj
UP,Tanda
UP,Tarabganj
UP,Thakurdwara
UP,Thana Bhawan
UP,Tilhar
UP,Tiloi
UP,Tindwari
UP,Tirwa
UP,Tulsipur
UP,Tundla
UP,Unchahar
UP,Unnao
UP,Utraula
UP,Varanasi Cantt.
UP,Varanasi North
UP,Varanasi South
UP,Vishwanathganj
UP,Zafrabad
UP,Zahoorabad
UP,Zaidpur
UP,Zamania
UT,Purola
UT,Yamunotri
UT,Gangotri
UT,Badrinath
UT,Tharali
UT,Karnaprayag
UT,Kedarnath
UT,Rudraprayag
UT,Ghansali
UT,Devprayag
UT,Narendranagar
UT,Pratapnagar
UT,Tehri
UT,Dhanaulti
UT,Chakrata
UT,Vikasnagar
UT,Sahaspur
UT,Dharampur
UT,Raipur
UT,Rajpur Road
UT,Dehradun Cantt
UT,Mussoorie
UT,Doiwala
UT,Rishikesh
UT,Haridwar
UT,BHEL Ranipur
UT,Jwalapur
UT,Bhagwanpur
UT,Jhabrera
UT,Piran Kaliyar
UT,Roorkee
UT,Khanpur
UT,Manglaur
UT,Laksar
UT,Haridwar Rural
UT,Yamkeshwar
UT,Pauri
UT,Srinagar
UT,Chaubattakhal
UT,Lansdowne
UT,Kotdwar
UT,Dharchula
UT,Didihat
UT,Pithoragarh
UT,Gangolihat
UT,Kapkot
UT,Bageshwar
UT,Dwarahat
UT,Salt
UT,Ranikhet
UT,Someshwar
UT,Almora
UT,Jageshwar
UT,Lohaghat
UT,Champawat
UT,Lalkuan
UT,Bhimtal
UT,Nainital
UT,Haldwani
UT,Kaladhungi
UT,Ramnagar
UT,Jaspur
UT,Kashipur
UT,Bajpur
UT,Gadarpur
UT,Rudrapur
UT,Kichha
UT,Sitarganj
UT,Nanakmatta
UT,Khatima
WB,Mekliganj
WB,Mathabhanga
WB,Cooch Behar (Uttar)
WB,Cooch Behar (Dakshin)
WB,Sitalkuchi
WB,Sitai
WB,Dinhata
WB,Natabari
WB,Tufanganj
WB,Kumargram
WB,Kalchini
WB,Alipurudars
WB,Falakata
WB,Madarihat
WB,Dhupguri
WB,Maynaguri
WB,Jalpaiguri
WB,Rajganj
WB,Dabgram-Phulbari
WB,Mal
WB,Nagrakata
WB,Kalimpong
WB,Darjeeling
WB,Kurseong
WB,Matigara-Naxalbari
WB,Siliguri
WB,Phansidewa
WB,Chopra
WB,Islampur
WB,Goalpokhar
WB,Chakulia
WB,Karandighi
WB,Hemtabad
WB,Kaliaganj
WB,Raiganj
WB,Itahar
WB,Kushmandi
WB,Kumarganj
WB,Balurghat
WB,Tapan
WB,Gangarampur
WB,Harirampur
WB,Habibpur
WB,Gazole
WB,Chanchal
WB,Harishchandrapur
WB,Malatipur
WB,Ratua
WB,Manikchak
WB,Maldah
