stateCode,constituency
AS,Khumtai
AS,Dergaon
AS,Jorhat
AS,Majuli
AS,Titabar
AS,Mariani
AS,Teok
AS,Amguri
AS,Nazira
AS,Mahmara
AS,Sonari
AS,Thowra
AS,Sibsagar
AS,Bihpuria
AS,Naoboicha
AS,Lakhimpur
AS,Dhakuakhana
AS,Dhemaji
AS,Jonai
AS,Moran
AS,Dibrugarh
AS,Lahowal
AS,Duliajan
AS,Tingkhong
AS,Naharkatia
AS,Chabua
AS,Tinsukia
AS,Digboi
AS,Margherita
AS,Doomdooma
AS,Sadiya
BR,Valmiki Nagar 
BR,Ramnagar
BR,Narkatiaganj 
BR,Bagaha 
BR,Lauriya 
BR,Nautan 
BR,Chanpatia 
BR,Bettiah 
BR,Sikta 
BR,Raxaul 
BR,Sugauli 
BR,Narkatiya 
BR,Harsidhi 
BR,Govindganj 
BR,Kesaria 
BR,Kalyanpur
BR,Pipra
BR,Madhuban 
BR,Motihari 
BR,Chiraia 
BR,Dhaka 
BR,Sheohar 
BR,Riga 
BR,Bathnaha 
BR,Parihar 
BR,Sursand 
BR,Bajpatti 
BR,Sitamarhi 
BR,Runnisaidpur 
BR,Belsand 
BR,Harlakhi 
BR,Benipatti 
BR,Khajauli 
BR,Babubarhi 
BR,Bisfi 
BR,Madhubani 
BR,Rajnagar
BR,Jhanjharpur 
BR,Phulparas 
BR,Laukaha 
BR,Nirmali 
BR,Pipra
BR,Supaul 
BR,Triveniganj 
BR,Chhatapur 
BR,Narpatganj 
BR,Raniganj
BR,Forbesganj 
BR,Araria 
BR,Jokihat 
BR,Sikti 
BR,Bahadurganj 
BR,Thakurganj 
BR,Kishanganj 
BR,Kochadhaman 
BR,Amour 
BR,Baisi 
BR,Kasba
BR,Banmankhi 
BR,Rupauli 
BR,Dhamdaha 
BR,Purnia 
BR,Katihar 
BR,Kadwa 
BR,Balrampur
BR,Pranpur 
BR,Manihari 
BR,Barari 
BR,Korha 
BR,Alamnagar 
BR,Bihariganj 
BR,Singheshwar 
BR,Madhepura 
BR,Sonbarsha
BR,Saharsa 
BR,Simri Bakhtiarpur 
BR,Mahishi 
BR,Kusheshwar Asthan 
BR,Gaura Bauram 
BR,Benipur 
BR,Alinagar 
BR,Darbhanga Rural 
BR,Darbhanga 
BR,Hayaghat 
BR,Bahadurpur 
BR,Keoti 
BR,Jale 
BR,Gaighat 
BR,Aurai 
BR,Minapur 
BR,Bochahan 
BR,Sakra 
BR,Kurhani 
BR,Muzaffarpur 
BR,Kanti 
BR,Baruraj 
BR,Paroo 
BR,Sahebganj
BR,Baikunthpur 
BR,Barauli
BR,Gopalganj 
BR,Kuchaikote 
BR,Bhore 
BR,Hathua 
BR,Siwan 
BR,Ziradei 
BR,Darauli 
BR,Raghunathpur
BR,Daraunda 
BR,Barharia 
BR,Goriakothi 
BR,Maharajganj
BR,Ekma 
BR,Manjhi 
BR,Baniapur 
BR,Taraiya 
BR,Marhaura 
BR,Chapra
BR,Garkha 
BR,Amnour 
BR,Parsa 
BR,Sonepur 
BR,Hajipur 
BR,Lalganj 
BR,Vaishali 
BR,Mahua 
BR,Raja Pakar 
BR,Raghopur
BR,Mahnar 
BR,Patepur 
BR,Kalyanpur
BR,Warisnagar 
BR,Samastipur 
BR,Ujiarpur 
BR,Morwa 
BR,Sarairanjan 
BR,Mohiuddinnagar 
BR,Bibhutipur 
BR,Rosera 
BR,Hasanpur 
BR,Cheria-Bariarpur 
BR,Bachhwara 
BR,Teghra 
BR,Matihani 
BR,Sahebpur Kamal 
BR,Begusarai 
BR,Bakhri 
BR,Alauli 
BR,Khagaria 
BR,Beldaur 
BR,Parbatta 
BR,Bihpur 
BR,Gopalpur 
BR,Pirpainti 
BR,Kahalgaon 
BR,Bhagalpur 
BR,Sultanganj 
BR,Nathnagar 
BR,Amarpur 
BR,Dhoraiya 
BR,Banka 
BR,Katoria 
BR,Belhar 
BR,Tarapur 
BR,Munger 
BR,Jamalpur
BR,Suryagarha 
BR,Lakhisarai 
BR,Sheikhpura 
BR,Barbigha 
BR,Asthawan 
BR,Biharsharif 
BR,Rajgir 
BR,Islampur
BR,Hilsa 
BR,Nalanda 
BR,Harnaut 
BR,Mokama 
BR,Barh 
BR,Bakhtiarpur 
BR,Digha 
BR,Bankipur 
BR,Kumhrar 
BR,Patna Sahib 
BR,Fatuha 
BR,Danapur 
BR,Maner 
BR,Phulwari 
BR,Masaurhi 
BR,Paliganj 
BR,Bikram 
BR,Sandesh 
BR,Barhara 
BR,Arrah 
BR,Agiaon 
BR,Tarari 
BR,Jagdishpur 
BR,Shahpur 
BR,Brahampur 
BR,Buxar 
BR,Dumraon 
BR,Rajpur 
BR,Ramgarh
BR,Mohania 
BR,Bhabua 
BR,Chainpur 
BR,Chenari 
BR,Sasaram 
BR,Kargahar 
BR,Dinara 
BR,Nokha 
BR,Dehri 
BR,Karakat 
BR,Arwal 
BR,Kurtha 
BR,Jehanabad 
BR,Ghosi 
BR,Makhdumpur 
BR,Goh 
BR,Obra 
BR,Nabinagar 
BR,Kutumba 
BR,Aurangabad 
BR,Rafiganj 
BR,Gurua 
BR,Sherghati 
BR,Imamganj 
BR,Barachatti 
BR,Bodh Gaya 
BR,Gaya Town 
BR,Tikari 
BR,Belaganj 
BR,Atri 
BR,Wazirganj 
BR,Rajauli 
BR,Hisua 
BR,Nawada 
BR,Gobindpur 
BR,Warsaliganj 
BR,Sikandra 
BR,Jamui 
BR,Jhajha 
BR,Chakai 
CT,Bharatpur-Sonhat
CT,Manendragarh
CT,Baikunthpur
CT,Premnagar
CT,Bhatgaon
CT,Pratappur
CT,Ramanujganj
CT,Samri
CT,Lundra
CT,Ambikapur
CT,Sitapur
CT,Jashpur
CT,Kunkuri
CT,Pathalgaon
CT,Lailunga
CT,Raigarh
CT,Sarangarh
CT,Kharsia
CT,Dharamjaigarh
CT,Rampur
CT,Korba
CT,Katghora
CT,Pali-Tanakhar
CT,Marwahi
CT,Kota
CT,Lormi
CT,Mungeli
CT,Takhatpur
CT,Bilha
CT,Bilaspur
CT,Beltara
CT,Masturi
CT,Akaltara
CT,Janjgir-Champa
CT,Sakti
CT,Chandrapur
CT,Jaijaipur
CT,Pamgarh
CT,Saraipali
CT,Basna
CT,Khallari
CT,Mahasamund
CT,Bilaigarh
CT,Kasdol
CT,Baloda Bazar
CT,Bhatapara
CT,Dharsiwa
CT,Raipur Rural
CT,Raipur City West
CT,Raipur City North
CT,Raipur City South
CT,Arang
CT,Abhanpur
CT,Rajim
CT,Bindrawagarh
CT,Sihawa
CT,Kurud
CT,Dhamtari
CT,Sanjari Balod
CT,Daundi Lohara
CT,Gunderdehi
CT,Patan
CT,Durg Gramin
CT,Durg City
CT,Bhilai Nagar
CT,Vaishali Nagar
CT,Ahiwara
CT,Saja
CT,Bemetara
CT,Navagarh
CT,Pandariya
CT,Kawardha
CT,Khairagarh
CT,Dongargarh
CT,Rajnandgaon
CT,Dongargaon
CT,Khujji
CT,Mohla-Manpur
CT,Antagarh
CT,Bhanupratappur
CT,Kanker
CT,Keshkal
CT,Kondagaon
CT,Narayanpur
CT,Bastar (Jagdalpur rural)
CT,Jagdalpur city
CT,Chitrakot
CT,Dantewada
CT,Bijapur
CT,Konta
DL,Nerela
DL,Burari
DL,Timarpur
DL,Adarsh Nagar
DL,Badli
DL,Rithala
DL,Bawana
DL,Mundka
DL,Kirari
DL,Sultanpur Majra
DL,Nangloi Jat
DL,Mangol Puri
DL,Rohini
DL,Shalimar Bagh
DL,Shakur Basti
DL,Tri Nagar
DL,Wazirpur
DL,Model Town
DL,Sadar Bazar
DL,Chandni Chowk
DL,Matia Mahal
DL,Ballimaran
DL,Karol Bagh
DL,Patel Nagar
DL,Moti Nagar
DL,Madipur
DL,Rajouri Garden
DL,Hari Nagar
DL,Tilak Nagar
DL,Janakpuri
DL,Vikaspuri
DL,Uttam Nagar
DL,Dwarka
DL,Matiala
DL,Najafgarh
DL,Bijwasan
DL,Palam
DL,Delhi Cantonment
DL,Rajinder Nagar
DL,New Delhi
DL,Jangpura
DL,Kasturba Nagar
DL,Malviya Nagar
DL,R K Puram
DL,Mehrauli
DL,Chhatarpur
DL,Deoli
DL,Ambedkar Nagar
DL,Sangam Vihar
DL,Greater Kailash
DL,Kalkaji
DL,Tughlkabad
DL,Badarpur
DL,Okhla
DL,Trilokpuri
DL,Kondli
DL,Patparganj
DL,Laxmi Nagar
DL,Vishwas Nagar
DL,Krishna Nagar
DL,Gandhi Nagar
DL,Shahdara
DL,Seemapuri
DL,Rohtas Nagar
DL,Seelampur
DL,Ghonda
DL,Babarpur
DL,Gokalpur
DL,Mustafabad
DL,Karawal Nagar
GA,Mandrem
GA,Pernem
GA,Bicholim
GA,Tivim
GA,Mapusa
GA,Siolim
GA,Saligao
GA,Calangute
GA,Porvorim
GA,Aldona
GA,Panaji
GA,Taleigao
GA,Santa Cruz
GA,St. Andre
GA,Cumbarjua
GA,Maem
GA,Sanquelim
GA,Poriem
GA,Valpoi
GA,Priol
GA,Ponda
GA,Siroda
GA,Marcaim
GA,Mormugao
GA,Vasco Da Gama
GA,Dabolim
GA,Cortalim
GA,Nuvem
GA,Curtorim
GA,Fatorda
GA,Margao
GA,Benaulim
GA,Navelim
GA,Cuncolim
GA,Velim
GA,Quepem
GA,Curchorem
GA,Sanvordem
GA,Sanguem
GA,Canacona
GJ,Abdasa
GJ,Mandvi
GJ,Bhuj
GJ,Anjar
GJ,Gandhidham
GJ,Rapar
GJ,Vav
GJ,Tharad
GJ,Dhanera
GJ,Danta
GJ,Vadgam
GJ,Palanpur
GJ,Deesa
GJ,Deodar
GJ,Kankrej
GJ,Radhanpur
GJ,Chanasma
GJ,Patan
GJ,Sidhpur
GJ,Kheralu
GJ,Unjha
GJ,Visnagar
GJ,Bechraji
GJ,Kadi
GJ,Mahesana
GJ,Vijapur
GJ,Himatnagar
GJ,Idar
GJ,Khedbrahma
GJ,Prantij
GJ,Bhiloda
GJ,Modasa
GJ,Bayad
GJ,Dahegam
GJ,Gandhinagar South
GJ,Gandhinagar North
GJ,Mansa
GJ,Kalol
GJ,Viramgam
GJ,Sanand
GJ,Ghatlodia
GJ,Vejalpur
GJ,Vatva
GJ,Ellisbridge
GJ,Naranpura
GJ,Nikol
GJ,Naroda
GJ,Thakkarbapa Nagar
GJ,Bapunagar
GJ,Amraiwadi
GJ,Dariapur
GJ,Jamalpur-Khadiya
GJ,Maninagar
GJ,Danilimda
GJ,Sabarmati
GJ,Asarwa
GJ,Daskroi
GJ,Dholka
GJ,Dhandhuka
GJ,Dasada
GJ,Limdi
GJ,Wadhwan
GJ,Chotila
GJ,Dhangadhra
GJ,Morbi
GJ,Tankara
GJ,Wankaner
GJ,Rajkot East
GJ,Rajkot West
GJ,Rajkot South
GJ,Rajkot Rural
GJ,Jasdan
GJ,Gondal
GJ,Jetpur
GJ,Dhoraji
GJ,Kalavad
GJ,Jamnagar Rural
GJ,Jamnagar North
GJ,Jamnagar South
GJ,Jamjodhpur
GJ,Khambhaliya
GJ,Dwarka
GJ,Porbandar
GJ,Kutiyana
GJ,Manavadar
GJ,Junagadh
GJ,Visavadar
GJ,Keshod
GJ,Mangrol
GJ,Somnath
GJ,Talala
GJ,Kodinar
GJ,Una
GJ,Dhari
GJ,Amreli
GJ,Lathi
GJ,Savarkundla
GJ,Rajula
GJ,Mahuva
GJ,Talaja
GJ,Gariadhar
GJ,Palitana
GJ,Bhavnagar Rural
GJ,Bhavnagar East
GJ,Bhavnagar West
GJ,Gadhada
GJ,Botad
GJ,Khambhat
GJ,Borsad
GJ,Anklav
GJ,Umreth
GJ,Anand
GJ,Petlad
GJ,Sojitra
GJ,Matar
GJ,Nadiad
GJ,Mehmedabad
GJ,Mahudha
GJ,Thasra
GJ,Kapadvanj
GJ,Balasinor
GJ,Lunawada
GJ,Santrampur
GJ,Shehra
GJ,Morva Hadaf
GJ,Godhara
GJ,Kaalol
GJ,Halol
GJ,Fatepura
GJ,Jhalod
GJ,Limkheda
GJ,Dahod
GJ,Garbada
GJ,Devgadhbariya
GJ,Jetpur (ST)
GJ,Chhota Udaipur
GJ,Sankheda
GJ,Savli
GJ,Vaghodiya
GJ,Dabhoi
GJ,Vadodara City
GJ,Sayajigunj
GJ,Akota
GJ,Raopura
GJ,Manjalpur
GJ,Padra
GJ,Karjan
GJ,Nandod
GJ,Dediapada
GJ,Jambusar
GJ,Vagra
GJ,Jhagadiya
GJ,Bharuch
GJ,Ankleshwar
GJ,Olpad
GJ,Mangrol
GJ,Mandvi
GJ,Kamrej
GJ,Surat East
GJ,Surat North
GJ,Varachha Road
GJ,Karanj
GJ,Limbayat
GJ,Udhana
GJ,Majura
GJ,Katargam
GJ,Surat West
GJ,Choryasi
GJ,Bardoli
GJ,Mahuva
GJ,Vyara
GJ,Nizar
GJ,Dang
GJ,Jalalpore
GJ,Navsari
GJ,Gandevi
GJ,Vansda
GJ,Dharampur
GJ,Valsad
GJ,Pardi
GJ,Kaprada
GJ,Umbergaon
