stateCode,constituency
JK,Wachi
JK,Shopian
JK,Noorabad
JK,Kulgam
JK,Hom Shali Bugh
JK,Anantnag
JK,Devsar
JK,Dooru
JK,Kokernag
JK,Shangus
JK,Bijbehara
JK,Pahalgam
JK,Nubra
JK,Leh
JK,Kargil
JK,Zanskar
JK,Kishtwar
JK,Inderwal
JK,Doda
JK,Bhaderwah
JK,Ramban
JK,Banihal
JK,Gulabgarh
JK,Reasi
JK,Gool Arnas
JK,Udhampur
JK,Chenani
JK,Chenani
JK,Bani
JK,Basohli
JK,Kathua
JK,Billawar
JK,Hiranagar
JK,Samba
JK,Vijaypur
JK,Nagrota
JK,Gandhinagar
JK,Jammu East
JK,Jammu West
JK,Bishnah
JK,RS Pura
JK,Suchetgarh
JK,Marh
JK,Raipur Domana
JK,Akhnoor
JK,Chhamb
JK,Nowshera
JK,Darhal
JK,Rajouri
JK,Kalakote
JK,Kalakote
JK,Mendhar
JK,Poonch Haveli
JH,Rajmahal
JH,Borio
JH,Barhait
JH,Litipara
JH,Pakur
JH,Maheshpur
JH,Sikaripara
JH,Nala
JH,Jamtara
JH,Dumka
JH,Jama
JH,Jarmundi
JH,Madhupur
JH,Sarath
JH,Devghar
JH,Poreyahat
JH,Godda
JH,Mahagama
JH,Kodarma
JH,Barkatha
JH,Barhi
JH,Barkagaon
JH,Ramgarh
JH,Mandu
JH,Hazaribagh
JH,Simaria
JH,Chatra
JH,Dhanwar
JH,Bagodar
JH,Jamua
JH,Gandey
JH,Giridih
JH,Dumri
JH,Gomia
JH,Bermo
JH,Bokaro
JH,Chandan kiyari
JH,Sindri
JH,Nirsa
JH,Dhanbad
JH,Jharia
JH,Tundi
JH,Baghmara
JH,Baharagora
JH,Ghatsila
JH,Potka
JH,Jugsalai
JH,Jamshedpur East
JH,Jamshedpur West
JH,Ichagarh
JH,Seraikella
JH,Chaibasa
JH,Majhgaon
JH,Jaganathpur
JH,Manoharpur
JH,Chakradharpur
JH,Kharsawan
JH,Tamar
JH,Torpa
JH,Khunti
JH,Silli
JH,Khijri
JH,Ranchi
JH,Hatia
JH,Kanke
JH,Mandar
JH,Sisai
JH,Gumla
JH,Bishunpur
JH,Simdega
JH,Kolebira
JH,Lohardaga
JH,Manika
JH,Latehar
JH,Panki
JH,Daltonganj
JH,Bishrampur
JH,Chhatarpur
JH,Hussainabad
JH,Garhwa
JH,Bhawanathpur
KA,Nippani
KA,Chikkodi-Sadalga
KA,Athani
KA,Kagwad
KA,Kudachi
KA,Raybag
KA,Hukkeri
KA,Arabhavi
KA,Gokak
KA,Yemkanmardi
KA,Belagavi Uttar
KA,Belagavi Dakshin
KA,Belagavi Rural
KA,Khanapur
KA,Kittur
KA,Bailhongal
KA,Saundatti Yellamma
KA,Ramdurg
KA,Mudhol
KA,Terdal
KA,Jamkhandi
KA,Bilgi
KA,Badami
KA,Bagalkot
KA,Hungund
KA,Muddebihal
KA,Devar Hippargi
KA,Basavana Bagevadi
KA,Babaleshwar
KA,Bijapur City
KA,Nagathan
KA,Indi
KA,Sindgi
KA,Afzalpur
KA,Jevargi
KA,Shorapur
KA,Shahapur
KA,Yadgir
KA,Gurmitkal
KA,Chittapur
KA,Sedam
KA,Chincholi
KA,Gulbarga Rural
KA,Gulbarga Dakshin
KA,Gulbarga Uttar
KA,Aland
KA,Basavakalyan
KA,Homnabad
KA,Bidar South
KA,Bidar
KA,Bhalki
KA,Aurad
KA,Raichur Rural
KA,Raichur
KA,Manvi
KA,Devadurga
KA,Lingsugur
KA,Sindhanur
KA,Maski
KA,Kushtagi
KA,Kanakagiri
KA,Gangawati
KA,Yelburga
KA,Koppal
KA,Shirahatti
KA,Gadag
KA,Ron
KA,Nargund
KA,Navalgund
KA,Kundgol
KA,Dharwad
KA,Hubli-Dharwad-East
KA,Hubli-Dharwad-Central
KA,Hubli-Dharwad-West
KA,Kalghatgi
KA,Haliyal
KA,Karwar
KA,Kumta
KA,Bhatkal
KA,Sirsi
KA,Yellapur
KA,Hangal
KA,Shiggaon
KA,Haveri
KA,Byadgi
KA,Hirekerur
KA,Ranibennur
KA,Hadagalli
KA,Hagaribommanahalli
KA,Vijayanagara
KA,Kampli
KA,Siruguppa
KA,Bellary
KA,Bellary City
KA,Sandur
KA,Kudligi
KA,Molakalmuru
KA,Challakere
KA,Chitradurga
KA,Hiriyur
KA,Hosadurga
KA,Holalkere
KA,Jagalur
KA,Harapanahalli
KA,Harihar
KA,Davanagere North
KA,Davanagere South
KA,Mayakonda
KA,Channagiri
KA,Honnali
KA,Shimoga Rural
KA,Bhadravati
KA,Shimoga
KA,Tirthahalli
KA,Shikaripura
KA,Sorab
KA,Sagar
KA,Baindur
KA,Kundapura
KA,Udupi
KA,Kaup
KA,Karkal
KA,Sringeri
KA,Mudigere
KA,Chikmagalur
KA,Tarikere
KA,Kadur
KA,Chiknayakanhalli
KA,Tiptur
KA,Turuvekere
KA,Kunigal
KA,Tumkur City
KA,Tumkur Rural
KA,Koratagere
KA,Gubbi
KA,Sira
KA,Pavagada
KA,Madhugiri
KA,Gauribidanur
KA,Bagepalli
KA,Chikkaballapur
KA,Sidlaghatta
KA,Chintamani
KA,Srinivaspur
KA,Mulbagal
KA,Kolar Gold Field
KA,Bangarapet
KA,Kolar
KA,Malur
KA,Yelahanka
KA,Krishnarajapuram
KA,Byatarayanapura
KA,Yeshwantpur
KA,Rajarajeshwarinagar
KA,Dasarahalli
KA,Mahalakshmi Layout
KA,Malleshwaram
KA,Hebbal
KA,Pulakeshinagar
KA,Sarvagnanagar
KA,C. V. Raman Nagar
KA,Shivajinagar
KA,Shanti Nagar
KA,Gandhi Nagar
KA,Rajaji Nagar
KA,Govindraj Nagar
KA,Vijay Nagar
KA,Chamrajpet
KA,Chickpet
KA,Basavanagudi
KA,Padmanabhanagar
KA,B.T.M. Layout
KA,Jayanagar
KA,Mahadevapura
KA,Bommanahalli
KA,Bangalore South
KA,Anekal
KA,Hoskote
KA,Devanahalli
KA,Doddaballapur
KA,Nelamangala
KA,Magadi
KA,Ramanagaram
KA,Kanakapura
KA,Channapatna
KA,Malavalli
KA,Maddur
KA,Melukote
KA,Mandya
KA,Shrirangapattana
KA,Nagamangala
KA,Krishnarajapet
KA,Shravanabelagola
KA,Arsikere
KA,Belur
KA,Hassan
KA,Holenarasipur
KA,Arkalgud
KA,Sakleshpur
KA,Belthangady
KA,Moodabidri
KA,Mangalore City North
KA,Mangalore City South
KA,Mangalore
KA,Bantval
KA,Puttur
KA,Sullia
KA,Madikeri
KA,Virajpet
KA,Periyapatna
KA,Krishnarajanagara
KA,Hunsur
KA,Heggadadevankote
KA,Nanjangud
KA,Chamundeshwari
KA,Krishnaraja
KA,Chamaraja
KA,Narasimharaja
KA,Varuna
KA,T. Narasipur
KA,Hanur
KA,Kollegal
KA,Chamarajanagar
KA,Gundlupet
KL,Manjeshwaram
KL,Kasaragod
KL,Udma
KL,Kanhangad
KL,Thrikaripur
KL,Payyanur
KL,Kalliasseri
KL,Taliparamba
KL,Irikkur
KL,Azhikode
KL,Kannur
KL,Dharmadom
KL,Thalassery
KL,Kuthuparamba
KL,Mattanur
KL,Peravoor
KL,Mananthavady
KL,Sulthan Bathery
KL,Kalpetta
KL,Vatakara
KL,Kuttiady
KL,Nadapuram
KL,Koyilandy
KL,Perambra
KL,Balussery
KL,Elathur
KL,Kozhikode North
KL,Kozhikode South
KL,Beypore
KL,Kunnamangalam
KL,Koduvally
KL,Thiruvambady
KL,Kondotty
KL,Eranad
KL,Nilambur
KL,Wandoor
KL,Manjeri
KL,Perinthalmanna
KL,Mankada
KL,Malappuram
KL,Vengara
KL,Vallikkunnu
KL,Tirurangadi
KL,Tanur
KL,Tirur
KL,Kottakkal
KL,Thavanur
KL,Ponnani
KL,Thrithala
KL,Pattambi
KL,Shornur
KL,Ottapalam
KL,Kongad
KL,Mannarkkad
KL,Malampuzha
KL,Palakkad
KL,Tarur
KL,Chittur
KL,Nenmara
KL,Alathur
KL,Chelakkara
KL,Kunnamkulam
KL,Guruvayur
KL,Manalur
KL,Wadakkanchery
KL,Ollur
KL,Thrissur
KL,Nattika
KL,Kaipamangalam
KL,Irinjalakuda
KL,Puthukkad
KL,Chalakudy
KL,Kodungallur
KL,Perumbavoor
KL,Angamaly
KL,Aluva
KL,Kalamassery
KL,Paravur
KL,Vypin
KL,Kochi
KL,Thrippunithura
KL,Ernakulam
KL,Thrikkakara
KL,Kunnathunad 
KL,Piravom
KL,Muvattupuzha
KL,Kothamangalam
KL,Devikulam
KL,Udumbanchola
KL,Thodupuzha
KL,Idukki
KL,Peerumade
KL,Pala
KL,Kaduthuruthy
KL,Vaikom
KL,Ettumanoor
KL,Kottayam
KL,Puthuppally
KL,Changanassery
KL,Kanjirappally
KL,Poonjar
KL,Aroor
KL,Cherthala
KL,Alappuzha
KL,Ambalappuzha
KL,Kuttanad
KL,Haripad
KL,Kayamkulam
KL,Mavelikara
KL,Chengannur
KL,Thiruvalla
KL,Ranni
KL,Aranmula
KL,Konni
KL,Adoor
KL,Karunagapally
KL,Chavara
KL,Kunnathur
KL,Kottarakkara
KL,Pathanapuram
KL,Punalur
KL,Chadayamangalam
KL,Kundara
KL,Kollam
KL,Eravipuram
KL,Chathannoor
KL,Varkala
KL,Attingal
KL,Chirayinkeezhu
KL,Nedumangad
KL,Vamanapuram
KL,Kazhakkoottam
KL,Vattiyoorkavu
KL,Thiruvananthapuram
KL,Nemom
KL,Aruvikkara
KL,Parassala
KL,Kattakkada
KL,Kovalam
KL,Neyyattinkara
MP,Sheopur
MP,Vijaypur
MP,Sabalgarh
MP,Joura
MP,Sumawali
MP,Morena
MP,Dimani
MP,Ambah
MP,Ater
MP,Bhind
MP,Lahar
MP,Mehgaon
MP,Gohad
MP,Gwalior Rural
MP,Gwalior
MP,Gwalior East
MP,Gwalior South
MP,Bhitarwar
MP,Dabra
MP,Sewda
MP,Bhander
MP,Datia
MP,Karera
MP,Pohari
MP,Shivpuri
MP,Pichhore
MP,Kolaras
MP,Bamori
MP,Guna
MP,Chachoura
MP,Raghogarh
MP,Ashok Nagar
MP,Chanderi
MP,Mungaoli
MP,Bina
MP,Khurai
MP,Surkhi
MP,Deori
MP,Rehli
MP,Naryoli
MP,Sagar
MP,Banda
MP,Tikamgarh
MP,Jatara
MP,Prithvipur
MP,Niwari
MP,Khargapur
MP,Maharajpur
MP,Chandla
MP,Rajnagar
MP,Chhatarpur
MP,Bijawar
MP,Malhara
MP,Pathariya
MP,Damoh
MP,Jabera
MP,Hatta
MP,Pawai
MP,Gunnaor
MP,Panna
MP,Chitrakoot
MP,Raigaon
MP,Satna
MP,Nagod
MP,Maihar
MP,Amarpatan
MP,Rampur-Baghelan
MP,Sirmour
MP,Semariya
MP,Teonthar
MP,Mauganj
MP,Deotalab
MP,Mangawan
MP,Rewa
MP,Gurh
MP,Churhat
MP,Sidhi
MP,Sihawal
MP,Chitrangi
MP,Singrauli
MP,Devsar
MP,Dhauhani
MP,Beohari
MP,Jaisingnagar
MP,Jaitpur
MP,Kotma
MP,Anuppur
MP,Pushprajgarh
MP,Bandhavgarh
MP,Manpur
MP,Barwara
MP,Vijayraghavgarh
MP,Murwara
MP,Bahoriband
MP,Patan
MP,Bargi
MP,Jabalpur Purba
MP,Jabalpur Uttar
MP,Jabalpur Cantonment
MP,Jabalpur Paschim
MP,Panagar
MP,Sihora
MP,Shahpura
MP,Dindori
MP,Bichhiya
MP,Niwas
MP,Mandla
MP,Baihar
MP,Lanji
MP,Paraswada
MP,Balaghat
MP,Waraseoni
MP,Katangi
MP,Barghat
MP,Seoni
MP,Keolari
MP,Lakhnadon
MP,Gotegaon
MP,Narsingpur
MP,Tendukheda
MP,Gadarwara
MP,Junnardeo
MP,Amarwara
MP,Churai
MP,Saunsar
MP,Chhindwara
MP,Parasia
MP,Pandhurna
MP,Multai
MP,Amla
MP,Betul
MP,Ghoradongri
MP,Bhainsdehi
MP,Timarni
MP,Harda
MP,Seoni-Malwa
MP,Hoshangabad
MP,Sohagpur
MP,Pipariya
MP,Udaipura
MP,Bhojpur
MP,Sanchi
MP,Silwani
MP,Vidisha
MP,Basoda
MP,Kurwai
MP,Sironj
MP,Shamshabad
MP,Berasia
MP,Bhopal Uttar
MP,Narela
MP,Bhopal Dakshin-Paschim
MP,Bhopal Madhya
MP,Govindpura
MP,Huzur
MP,Budhni
MP,Ashta
MP,Ichhawar
MP,Sehore
MP,Narsinghgarh
MP,Biaora
MP,Rajgarh
MP,Khilchipur
MP,Sarangpur
MP,Susner
MP,Agar
MP,Shajapur
MP,Shujalpur
MP,Kalapipal
MP,Sonkatch
MP,Dewas
MP,Hatpipliya
MP,Khategaon
MP,Bagali
MP,Mandhata
MP,Harsud
MP,Khandwa
MP,Pandhana
MP,Nepanagar
MP,Burhanpur
MP,Bikhangaon
MP,Badwah
MP,Maheshwar
MP,Kasrawad
MP,Khargone
MP,Bhagwanpura
MP,Sendhawa
MP,Rajpur
MP,Pansemal
MP,Badwani
MP,Alirajpur
MP,Jobat
MP,Jhabua
MP,Thandla
MP,Petlawad
MP,Sardarpur
MP,Gandhwani
MP,Kukshi
MP,Manawar
MP,Dharampuri
MP,Dhar
MP,Badnawar
MP,Depalpur
MP,Indore-1
MP,Indore-2
MP,Indore-3
MP,Indore-4
MP,Indore-5
MP,Dr. Ambedkar Nagar-Mhow
MP,Rau
MP,Sanwer
MP,Nagada-Khachrod
MP,Mahidpur
MP,Tarana
MP,Ghatiya
MP,Ujjain Uttar
MP,Ujjain Dakshin
MP,Badnagar
MP,Ratlam Rural
MP,Ratlam City
MP,Sailana
MP,Jaora
MP,Alot
MP,Mandsour
MP,Malhargarh
MP,Suwasra
MP,Garoth
MP,Manasa
MP,Neemuch
MP,Jawad
MH,Akkalkuwa
MH,Shahada
MH,Nandurbar
MH,Navapur
MH,Sakri
MH,Dhule Rural
MH,Dhule City
MH,Sindkheda
MH,Shirpur
MH,Chopda
MH,Raver
MH,Bhusawal
MH,Jalgaon City
MH,Jalgaon Rural
MH,Amalner
MH,Erandol
MH,Chalisgaon
MH,Pachora
MH,Jamner
MH,Muktainagar
MH,Malkapur
MH,Buldhana
MH,Chikhali
MH,Sindkhed Raja
MH,Mehkar
MH,Khamgaon
MH,Jalgaon (Jamod)
MH,Akot
MH,Balapur
MH,Akola West
MH,Akola East
MH,Murtizapur
MH,Risod
MH,Washim
MH,Karanja
MH,Dhamangaon Railway
MH,Badnera
MH,Amravati
MH,Teosa
MH,Daryapur
MH,Melghat
MH,Achalpur
MH,Morshi
MH,Arvi
MH,Deoli
MH,Hinganghat
MH,Wardha
MH,Katol
MH,Savner
MH,Hingna
MH,Umred
MH,Nagpur South West
MH,Nagpur South
MH,Nagpur East
MH,Nagpur Central
MH,Nagpur West
MH,Nagpur North
MH,Kamthi
MH,Ramtek
MH,Tumsar
MH,Bhandara
MH,Sakoli
MH,Arjuni Morgaon
MH,Tirora
MH,Gondiya
MH,Amgaon
MH,Armori
MH,Gadchiroli
MH,Aheri
MH,Rajura
MH,Chandrapur
MH,Ballarpur
MH,Brahmapuri
MH,Chimur
MH,Warora
MH,Wani
MH,Ralegaon
MH,Yavatmal
MH,Digras
MH,Arni
MH,Pusad
MH,Umarkhed
MH,Kinwat
MH,Hadgaon
MH,Bhokar
MH,Nanded North
MH,Nanded South
MH,Loha
MH,Naigaon
MH,Deglur
MH,Mukhed
MH,Basmath
MH,Kalamnuri
MH,Hingoli
MH,Jintur
MH,Parbhani
MH,Gangakhed
MH,Pathri
MH,Partur
MH,Ghansawangi
MH,Jalna
MH,Badnapur
MH,Bhokardan
MH,Sillod
MH,Kannad
MH,Phulambri
MH,Aurangabad Central
MH,Aurangabad West
MH,Aurangabad East
MH,Paithan
MH,Gangapur
MH,Vaijapur
MH,Nandgaon
MH,Malegaon Central
MH,Malegaon Outer
MH,Baglan
MH,Kalvan
MH,Chandvad
MH,Yewla
MH,Sinnar
MH,Niphad
MH,Dindori
MH,Nashik East
MH,Nashik Central
MH,Nashik West
MH,Deolali
MH,Igatpuri
MH,Dahanu
MH,Vikramgad
MH,Palghar
MH,Boisar
MH,Nalasopara
MH,Vasai
MH,Bhiwandi Rural
MH,Shahapur
MH,Bhiwandi West
MH,Bhiwandi East
MH,Kalyan West
MH,Murbad
MH,Ambernath
MH,Ulhasnagar
MH,Kalyan East
MH,Dombivali
MH,Kalyan Rural
MH,Mira Bhayandar
MH,Ovala-Majiwada
MH,Kopri-Pachpakhadi
MH,Thane
MH,Mumbra-Kalwa
MH,Airoli
MH,Belapur
MH,Borivali
MH,Dahisar
MH,Magathane
MH,Mulund
MH,Vikhroli
MH,Bhandup West
MH,Jogeshwari East
MH,Dindoshi
MH,Kandivali East
MH,Charkop
MH,Malad West
MH,Goregaon
MH,Versova
MH,Andheri West
MH,Andheri East
MH,Vile Parle
MH,Chandivali
MH,Ghatkopar West
MH,Ghatkopar East
MH,Mankhurd Shivaji Nagar
MH,Anushakti Nagar
MH,Chembur
MH,Kurla
MH,Kalina
MH,Vandre East
MH,Vandre West
MH,Dharavi
MH,Sion Koliwada
MH,Wadala
MH,Mahim
MH,Worli
MH,Shivadi
MH,Byculla
MH,Malabar Hill
MH,Mumbadevi
MH,Colaba
MH,Panvel
MH,Karjat
MH,Uran
MH,Pen
MH,Alibag
MH,Shrivardhan
MH,Mahad
MH,Junnar
MH,Ambegaon
MH,Khed Alandi
MH,Shirur
MH,Daund
MH,Indapur
MH,Baramati
MH,Purandar
MH,Bhor
MH,Maval
MH,Chinchwad
MH,Pimpri
MH,Bhosari
MH,Vadgaon Sheri
MH,Shivajinagar
MH,Kothrud
MH,Khadakwasala
MH,Parvati
MH,Hadapsar
MH,Pune Cantonment
MH,Kasba Peth
MH,Akole
MH,Sangamner
MH,Shirdi
MH,Kopargaon
MH,Shrirampur
MH,Nevasa
MH,Shevgaon
MH,Rahuri
MH,Parner
MH,Ahmednagar City
MH,Shrigonda
MH,Karjat Jamkhed
MH,Georai
MH,Majalgaon
MH,Beed
MH,Ashti
MH,Kaij
MH,Parli
MH,Latur Rural
MH,Latur City
MH,Ahmadpur
MH,Udgir
MH,Nilanga
MH,Ausa
MH,Umarga
MH,Tuljapur
MH,Osmanabad
MH,Paranda
MH,Karmala
